input_postcode,input_address,heating_type,building_emissions,result_address,result_value,Property Address,Proprietor,Tenant,Rateable Value,detail_url,search_url,ADDRESS1,ADDRESS2,POST_TOWN,POSTCODE,search_term,PROPERTY_TYPE,PROPERTY_TYPE_SHORT,FLOOR_AREA,CURRENT_ENERGY_PERFORMANCE_RATING,CURRENT_ENERGY_PERFORMANCE_BAND,MAIN_HEATING_FUEL,ELECTRICITY_SOURCE,RENEWABLE_SOURCES,BUILDING_ENVIRONMENT,BUILDING_EMISSIONS,Demand KWH,Demand MWH,Demand GWH
,,,,L408000024 00020,WAREHOUSE,24 FAIRLEY STREETGLASGOWG51 2SN,OCEAN INVESTMENTS (SCOTLAND) LTD,LAUNDRY SOLUTIONS,"£36,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=24+Fairley+Street&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L408000024+00020&PPRN=47226285&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=24+Fairley+Street&searchtype=listing#results,,24 Fairley Street,Glasgow,G51 2SN,24 Fairley Street,Offices and Workshop businesses,Office/Workshop,966,15,A,Grid Supplied Electricity,Grid supplied,Heat pumps,Air Conditioning,14.61,"28,980.00",28.98,0.03
,,,,L408000024 00025,STORE,24 FAIRLEY STREETGLASGOWG51 2SN,OCEAN INVESTMENTS (SCOTLAND) LTD,LSHOL LTD,"£12,300",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=24+Fairley+Street&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L408000024+00025&PPRN=47538554&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=24+Fairley+Street&searchtype=listing#results,,24 Fairley Street,Glasgow,G51 2SN,24 Fairley Street,Offices and Workshop businesses,Office/Workshop,966,15,A,Grid Supplied Electricity,Grid supplied,Heat pumps,Air Conditioning,14.61,"28,980.00",28.98,0.03
,,,,L408000024 00030,STORE,24 FAIRLEY STREETGLASGOWG51 2SN,MIANKOT LTD,EDIN TRASNPORT LTD,"£3,800",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=24+Fairley+Street&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L408000024+00030&PPRN=47551909&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=24+Fairley+Street&searchtype=listing#results,,24 Fairley Street,Glasgow,G51 2SN,24 Fairley Street,Offices and Workshop businesses,Office/Workshop,966,15,A,Grid Supplied Electricity,Grid supplied,Heat pumps,Air Conditioning,14.61,"28,980.00",28.98,0.03
,,,,L348600001A,ADVERTISING STATION,1A EDMISTON DRIVEGLASGOWG51 2XE,JCDECAUX ESTATES DEPARTMENT,,"£10,200",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Edmiston+Drive&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L348600001A&PPRN=47235292&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Edmiston+Drive&searchtype=listing#results,,Edmiston Drive,Glasgow,G51 2XD,Edmiston Drive,A1/A2 Retail and Financial/Professional services,Retail/Financial,878,88,F+,Natural Gas,Grid supplied,None,Heating and Natural Ventilation,88.41,"105,360.00",105.36,0.11
,,,,L348600130,OFFICE,130 EDMISTON DRIVEGLASGOWG51 2YX,THE RANGERS FOOTBALL CLUB LTD,CLUB 1872 LTD,"£3,300",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Edmiston+Drive&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L348600130&PPRN=47484861&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Edmiston+Drive&searchtype=listing#results,,Edmiston Drive,Glasgow,G51 2XD,Edmiston Drive,A1/A2 Retail and Financial/Professional services,Retail/Financial,878,88,F+,Natural Gas,Grid supplied,None,Heating and Natural Ventilation,88.41,"105,360.00",105.36,0.11
,,,,L348600150,FOOTBALL GROUND,150 EDMISTON DRIVEGLASGOWG51 2XD,THE RANGERS FOOTBALL CLUB LTD,,"£1,470,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Edmiston+Drive&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L348600150&PPRN=47229888&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Edmiston+Drive&searchtype=listing#results,,Edmiston Drive,Glasgow,G51 2XD,Edmiston Drive,A1/A2 Retail and Financial/Professional services,Retail/Financial,878,88,F+,Natural Gas,Grid supplied,None,Heating and Natural Ventilation,88.41,"105,360.00",105.36,0.11
,,,,L348600240 U0010,STORE,UNIT 10UNITS 10 AND 11240 EDMISTON DRIVEGLASGOWG51 2YU,ARDINA INVESTMENTS LTD,SECOND OPPORTUNITIES,"£48,750",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Edmiston+Drive&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L348600240+U0010&PPRN=47553669&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Edmiston+Drive&searchtype=listing#results,,Edmiston Drive,Glasgow,G51 2XD,Edmiston Drive,A1/A2 Retail and Financial/Professional services,Retail/Financial,878,88,F+,Natural Gas,Grid supplied,None,Heating and Natural Ventilation,88.41,"105,360.00",105.36,0.11
,,,,L348600240 U0012,ENTERTAINMENT CENTRE,UNIT 12240 EDMISTON DRIVEGLASGOWG51 2YU,ARDINA INVESTMENTS LTD,AERIAL EDGE CIRCUS SCHOOL CIC,"£60,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Edmiston+Drive&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L348600240+U0012&PPRN=47553677&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Edmiston+Drive&searchtype=listing#results,,Edmiston Drive,Glasgow,G51 2XD,Edmiston Drive,A1/A2 Retail and Financial/Professional services,Retail/Financial,878,88,F+,Natural Gas,Grid supplied,None,Heating and Natural Ventilation,88.41,"105,360.00",105.36,0.11
,,,,L348600240 U0002,STORE,UNIT 2UNIT 2240 EDMISTON DRIVEGLASGOWG51 2YU,ARDINA INVESTMENTS LTD,AIR N TYRES LIMITED,"£31,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Edmiston+Drive&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L348600240+U0002&PPRN=47222956&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Edmiston+Drive&searchtype=listing#results,,Edmiston Drive,Glasgow,G51 2XD,Edmiston Drive,A1/A2 Retail and Financial/Professional services,Retail/Financial,878,88,F+,Natural Gas,Grid supplied,None,Heating and Natural Ventilation,88.41,"105,360.00",105.36,0.11
,,,,L348600240 U0003,WORKSHOP,UNIT 3240 EDMISTON DRIVEGLASGOWG51 2YU,ARDINA INVESTMENTS LTD,AJS BESPOKE JOINERY LIMITED,"£20,750",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Edmiston+Drive&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L348600240+U0003&PPRN=47553618&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Edmiston+Drive&searchtype=listing#results,,Edmiston Drive,Glasgow,G51 2XD,Edmiston Drive,A1/A2 Retail and Financial/Professional services,Retail/Financial,878,88,F+,Natural Gas,Grid supplied,None,Heating and Natural Ventilation,88.41,"105,360.00",105.36,0.11
,,,,L348600240 U0004,WORKSHOP,UNIT 4240 EDMISTON DRIVEGLASGOWG51 2YU,ARDINA INVESTMENTS LTD,WEE TAIT LIMITED,"£17,800",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Edmiston+Drive&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L348600240+U0004&PPRN=47553626&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Edmiston+Drive&searchtype=listing#results,,Edmiston Drive,Glasgow,G51 2XD,Edmiston Drive,A1/A2 Retail and Financial/Professional services,Retail/Financial,878,88,F+,Natural Gas,Grid supplied,None,Heating and Natural Ventilation,88.41,"105,360.00",105.36,0.11
,,,,L348600240 U0006,WORKSHOP,UNIT 6240 EDMISTON DRIVEGLASGOWG51 2YU,ARDINA INVESTMENTS LTD,ABC AMBULANCE SERVICES (UK) LTD,"£21,250",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Edmiston+Drive&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L348600240+U0006&PPRN=47553634&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Edmiston+Drive&searchtype=listing#results,,Edmiston Drive,Glasgow,G51 2XD,Edmiston Drive,A1/A2 Retail and Financial/Professional services,Retail/Financial,878,88,F+,Natural Gas,Grid supplied,None,Heating and Natural Ventilation,88.41,"105,360.00",105.36,0.11
,,,,L348600240 U0007,WORKSHOP,UNIT 7240 EDMISTON DRIVEGLASGOWG51 2YU,ARDINA INVESTMENTS LIMITED,MAC D LIMITED,"£21,250",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Edmiston+Drive&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L348600240+U0007&PPRN=47553642&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Edmiston+Drive&searchtype=listing#results,,Edmiston Drive,Glasgow,G51 2XD,Edmiston Drive,A1/A2 Retail and Financial/Professional services,Retail/Financial,878,88,F+,Natural Gas,Grid supplied,None,Heating and Natural Ventilation,88.41,"105,360.00",105.36,0.11
,,,,L780600080,RECREATION CLUB,80 HINSHELWOOD DRIVEGLASGOWG51 2XP,GLASGOW CITY COUNCIL BUDGET SUPPORT OFFICER,RANGERS CHARITY FOUNDATION SCIO,"£139,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=80+HINSHELWOOD+DRIVE&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L780600080&PPRN=47237325&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=80+HINSHELWOOD+DRIVE&searchtype=listing#results,,80 HINSHELWOOD DRIVE,GLASGOW,G51 2XP,80 HINSHELWOOD DRIVE,"General Assembly and Leisure, Night Clubs, and Theatres",General Assembly/Leisure,1018,136,G,Natural Gas,Grid supplied,None,Heating and Natural Ventilation,136.4,"122,160.00",122.16,0.12
,,,,L348600242 00005,WORKSHOP,242 EDMISTON DRIVEGLASGOWG51 2YU,ARDINA INVESTMENTS LTD,GOVAN HOUSING ASSOCIATION LTD,"£18,100",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=242+Edmiston+Drive&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L348600242+00005&PPRN=47222972&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=242+Edmiston+Drive&searchtype=listing#results,,242 Edmiston Drive,Glasgow,G51 2YY,242 Edmiston Drive,Offices and Workshop businesses,Office/Workshop,365,68,E+,Grid Supplied Electricity,Grid supplied,None,Heating and Natural Ventilation,68.27,"43,800.00",43.8,0.04
