MS1116,,KMNO1606,POSSILPARK,No change,,,No change,
,,,PARISH CHURCH,,,,,
,,,HALL,,,,,
MS1216,,ESNO1606,POSSILPARK,No change,,,No change,
,,,PARISH CHURCH,,,,,
,,,HALL,,,,,
MS2016,MS2216,,,,,,,
MS2216,MS2016,KMNO1607,CADDER,No change,,,No change,
,&,,PRIMARY,,,,,
,MS4416,,SCHOOL,,,,,
MS4416,MS2216,,,,,,,
MS4616,,ESNE1601,SIGHTHILL,No change,,,No change,
,,,COMMUNITY,,,,,
,,,CAMPUS,,,,,
EXISTING,PROPOSED,CURRENT POLLING,PROPOSED,DISTANCE,REASON FOR PROPOSED,PROPOSED CHANGE TO,,
POLLING,NEW,PLACE,CHANGE TO,MILES,CHANGE TO VENUE,POLLING PLACE,,
DISTRICT,POLLING,,POLLING PLACE,,,,,
,DISTRICT,,,,,,,
,NAME,,,,,,,
MS3417,ESNE1701,COLSTON WELLPARK,No change,,,No change,,
,,PARISH CHURCH HALL,,,,,,
,,,,,,,,
MS3517,ESNE1702,CARRON COMMUNITY,No change,,,No change,,
,,LOUNGE,,,,,,
,,,,,,,,
MS3617,ESNE1703,SPRINGBURN,No change,,,No change,,
,,ACADEMY,,,,,,
MS3717,ESNE1704,BALORNOCK PRIMARY,No change,,,No change,,
,,SCHOOL,,,,,,
,,,,,,,,
MS3817,ESNE1705,SPRINGBURN LIBRARY,No change,,,No change,,
,,,,,,,,
MS3917,ESNE1706,ELMVALE PRIMARY,No change,,,No change,,
,,SCHOOL,,,,,,
MS4017,ESNE1707,BALORNOCK PRIMARY,No change,,,No change,,
,,SCHOOL,,,,,,
,,,,,,,,
MS4117,ESNE1708,BONNYBROOM,BALORNOCK,0.6M,To not use early years or ASL,BALORNOCK PRIMARY,,
,,NURSERY,PRIMARY SCHOOL,,Education establishments.,SCHOOL,,
,,,,,Balornock PS is an existing polling,,,
,,,,,place.,,,
MS4217,ESNE1709,NG HOMES,No change,,,No change,,
,,COMMUNITY LOUNGE,,,,,,
,,,,,,,,
PR3017,ESNE1710,WALLACEWELL,No change,,,No change,,
,,PRIMARY SCHOOL,,,,,,
,,,,,,,,
PR3217,ESNE1711,ST MARTHA'S PRIMARY,No change,,,No change,,
,,SCHOOL,,,,,,
,,,,,,,,
PR3317,ESNE1712,ST CATHERINES RC,No change,,,No change,,
,,CHURCH HALL,,,,,,
,,,,,,,,
PR3417,ESNE1713,BALORNOCK EAST,WALLACEWELL,0.5M,The cost of the current polling,WALLACEWELL PRIMARY,,
,,YOUTH CENTRE,PRIMARY SCHOOL,,place is approximately £2000.,SCHOOL,,
,,,,,Wallacewell PS is an existing,,,
,,,,,polling place.,,,
EXISTING,PROPOSED,CURRENT,PROPOSED,DISTANCE,PROPOSED,DISTANCE,REASON FOR,PROPOSED CHANGE
POLLING,NEW,POLLING PLACE,CHANGE TO,MILES,CHANGE,MILES,PROPOSED CHANGE TO,TO POLLING PLACE
DISTRICT,POLLING,,POLLING,,TO,,VENUE,
,DISTRICT,,PLACE,,POLLING,,,
,NAME,,,,PLACE,,,
PR0118,BSNE1801,ST TIMOTHY'S,No change,,,,,No change
,,PRIMARY,,,,,,
,,SCHOOL,,,,,,
PR0218,BSNE1802,THORNTREE,No change,,,,,No change
,,PRIMARY,,,,,,
,,SCHOOL,,,,,,
PR0318,BSNE1803,BUDHILL FAMILY,THORNTREE,0.5M,,,To not use early years or,THORNTREE
,,LEARNING PRE 5,PRIMARY,,,,ASL Education,PRIMARY SCHOOL
,,CE CENTRE,SCHOOL,,,,establishments.,
,,,,,,,Thorntree PS is an existing,
,,,,,,,polling place.,
PR0618,BSNE1804,ST MARIA,No change,,,,,No change
,,GORETTI,,,,,,
,,CAMPUS,,,,,,
PR0718,BSNE1805,ST MARIA,No change,,,,,No change
,,GORETTI,,,,,,
,,CAMPUS,,,,,,
PR0818,BSNE1806,WESTMUIR HIGH,ST,0.9m,CARNTYNE,0.6m,To not use early years or,Still under
,,SCHOOL,TIMOTHY'S,,PARISH,,ASL Education,consideration
,,,PRIMARY,,CHURCH,,establishments. Both are,
,,,SCHOOL,,HALL,,existing polling places.,
,,,,,,,,
PR0918,BSNE1807,ST TIMOTHY'S,No change,,,,,No change
,,PRIMARY,,,,,,
,,SCHOOL,,,,,,
PR1118,BSNE1808,ST THOMAS',No change,,,,,No change
,,PRIMARY,,,,,,
,,SCHOOL,,,,,,
PR1218,BSNE1809,CARNTYNE,No change,,,,,No change
,,PRIMARY,,,,,,
,,SCHOOL,,,,,,
PR1318,BSNE1810,CARNTYNE,No change,,,,,No change
,,PARISH CHURCH,,,,,,
,,HALL,,,,,,
SH0118,BSNE1811,OUR LADY OF,No change,,,,,No change
,,PEACE PRIMARY,,,,,,
,,SCHOOL,,,,,,
SH0218,BSNE1812,SANDAIG,No change,,,,,No change
,,PRIMARY,,,,,,
,,SCHOOL,,,,,,
EXISTING,PROPOSED,CURRENT POLLING,PROPOSED,,,,,
POLLING,NEW,PLACE,CHANGE TO,,,,,
DISTRICT,POLLING,,POLLING,,,,,
,DISTRICT,,PLACE,,,,,
,NAME,,,,,,,
SH2319,BSEA1901,EASTBANK PRIMARY,No change,,,,,
,,SCHOOL,,,,,,
SH2419,BSEA1902,MOUNT VERNON,No change,,,,,
,,PRIMARY SCHOOL,,,,,,
,,,,,,,,
SH2519,BSEA1903,CARMYLE PRIMARY,No change,,,,,
,,SCHOOL,,,,,,
SH2619,BSEA1904,QUARRYBRAE,No change,,,,,
,,PRIMARY SCHOOL,,,,,,
,,,,,,,,
SH2719,BSEA1905,QUARRYBRAE,No change,,,,,
,,PRIMARY SCHOOL,,,,,,
,,,,,,,,
SH2819,BSEA1906,EASTBANK ACADEMY,No change,,,,,
,,,,,,,,
SH2919,BSEA1907,WELLSHOT PRIMARY,No change,,,,,
,,SCHOOL,,,,,,
SH3019,BSEA1908,ST PAUL'S,No change,,,,,
,,(SHETTLESTON),,,,,,
,,SCHOOL,,,,,,
SH3119,BSEA1909,EASTBANK ACADEMY,No change,,,,,
,,,,,,,,
SH3219,BSEA1910,EASTBANK PRIMARY,No change,,,,,
,,SCHOOL,,,,,,
SH3319,BSEA1911,ST JOSEPHS RC,No change,,,,,
,,CHURCH HALL,,,,,,
,,,,,,,,
SH3419,BSEA1912,SANDYHILLS,No change,,,,,
,,COMMUNITY ASSOC,,,,,,
,,,,,,,,
EXISTING,PROPOSED,CURRENT POLLING,PROPOSED,,,,,
POLLING,NEW,PLACE,CHANGE TO,,,,,
DISTRICT,POLLING,,POLLING,,,,,
,DISTRICT,,PLACE,,,,,
,NAME,,,,,,,
PR0420,BSNE2001,"THE HUB,",No change,,,,,
,,WELLHOUSE,,,,,,
,,COMMUNITY CAFE,,,,,,
PR0520,BSNE2002,GLENBURN CENTRE,No change,,,,,
,,,,,,,,
SH0320,BSEA2001,BROOMHOUSE HALL,No change,,,,,
,,,,,,,,
SH0420,BSEA2002,GARROWHILL,No change,,,,,
,,PRIMARY SCHOOL,,,,,,
,,,,,,,,
SH0520,BSEA2003,SWINTON PRIMARY,No change,,,,,
,,SCHOOL,,,,,,
SH0620,BSEA2004,CALEDONIA PRIMARY,No change,,,,,
,,SCHOOL,,,,,,
,,,,,,,,
SH0720,BSEA2005,CALEDONIA PRIMARY,No change,,,,,
,,SCHOOL,,,,,,
,,,,,,,,
SH0820,BSEA2006,ST BRIDGET'S,No change,,,,,
,,PRIMARY SCHOOL,,,,,,
,,,,,,,,
EXISTING,PROPOSED,CURRENT POLLING,PROPOSED,DISTANCE,REASON FOR,PROPOSED,,
POLLING,NEW,PLACE,CHANGE TO,MILES,PROPOSED,CHANGE TO,,
DISTRICT,POLLING,,POLLING,,CHANGE TO VENUE,POLLING PLACE,,
,DISTRICT,,PLACE,,,,,
,NAME,,,,,,,
PR2121,ESNE2101,ST ROSE OF LIMA,No change,,,No change,,
,,PRIMARY SCHOOL,,,,,,
,,,,,,,,
PR2221,ESNE2102,ST ROSE OF LIMA,No change,,,No change,,
,,PRIMARY SCHOOL,,,,,,
,,,,,,,,
PR2321,ESNE2103,THE CONNIE,No change,,,No change,,
,,,,,,,,
PR2421,ESNE2104,EASTERHOUSE,No change,,,No change,,
,,BAPTIST CHURCH,,,,,,
,,,,,,,,
PR2521,ESNE2105,OAKWOOD,No change,,,No change,,
,,PRIMARY SCHOOL,,,,,,
PR2621,ESNE2106,BUCHLYVIE,EASTERHOUSE,0.01M,To not use early years,EASTERHOUSE,,
,,NURSERY,PARISH,,or ASL Education,PARISH CHURCH,,
,,,CHURCH,,establishments.,,,
,,,,,,,,
PR2821,ESNE2107,ST PHILOMENA'S,MOLENDINAR,0.02M,,Still under,,
,,PRIMARY SCHOOL,COMMUNITY,,,consideration,,
,,,CENTRE,,,,,
,,,(submitted,,,,,
,,,during,,,,,
,,,consultation),,,,,
PR2921,ESNE2108,ST PHILOMENA'S,No change,,,No change,,
,,PRIMARY SCHOOL,,,,,,
,,,,,,,,
PR3121,ESNE2109,ST ROSE OF LIMA,No change,,,No change,,
,,PRIMARY SCHOOL,,,,,,
,,,,,,,,
EXISTING,POLLING,PROPOSED,CURRENT POLLING,PROPOSED,DISTANCE,REASON FOR PROPOSED,PROPOSED CHANGE TO,
POLLING,DISTRICT,NEW,PLACE,CHANGE TO,MILES,CHANGE TO VENUE,POLLING PLACE,
DISTRICT,MERGE,POLLING,,POLLING,,,,
,WITH,DISTRICT,,PLACE,,,,
,,NAME,,,,,,
KE1122,KE2822,ESNE2201,LADYWELL,No change,,,No change,
,,,COMMUNITY HALL,,,,,
KE2822,KE1122,,,,,,,
,,,,,,,,
MS3022,,ESNE2202,ROYSTON,No change,,,No change,
,,,PRIMARY SCHOOL,,,,,
MS3122,,ESNE2203,SIGHTHILL,No change,,,No change,
,,,COMMUNITY,,,,,
,,,CAMPUS,,,,,
MS3222,,ESNE2204,BARMULLOCH,No change,,,No change,
,,,PRIMARY SCHOOL,,,,,
,,,,,,,,
MS3322,,ESNE2205,ROYSTON SPIRE,No change,,,No change,
,,,COMMUNITY HUB,,,,,
,,,,,,,,
PR1022,PR1722,,,,,,,
,,,,,,,,
PR1422,,ESNE2206,HAGHILL PARK,No change,,,No change,
,,,PRIMARY SCHOOL,,,,,
,,,,,,,,
PR1522,,ESNE2207,ALEXANDRA,No change,,,No change,
,,,PARADE PRIMARY,,,,,
,,,SCHOOL,,,,,
PR1622,,ESNE2208,ALEXANDRA,No change,,,No change,
,,,PARADE PRIMARY,,,,,
,,,SCHOOL,,,,,
PR1722,PR1022,ESNE2209,ALEXANDRA,No change,,,No change,
,,,PARADE PRIMARY,,,,,
,,,SCHOOL,,,,,
PR1822,,ESNE2210,WELLPARK,ST DENIS',0.6M,The cost of the current polling,Still under consideration,
,,,COMMUNITY HALL,PRIMARY,,place is approximately £2000.,,
,,,,SCHOOL,,St Denis' PS is an existing polling,,
,,,,,,place.,,
,,,,,,,,
PR1922,,ESNE2211,ST DENIS' PRIMARY,No change,,,No change,
,,,SCHOOL,,,,,
EXISTING,POLLING,PROPOSED,CURRENT POLLING,PROPOSED,,,,
POLLING,DISTRICT,NEW,PLACE,CHANGE TO,,,,
DISTRICT,MERGE,POLLING,,POLLING,,,,
,WITH,DISTRICT,,PLACE,,,,
,,NAME,,,,,,
AN3723,,KMWE2301,KELVINDALE,No change,,,,
,,,PRIMARY SCHOOL,,,,,
,,,,,,,,
KE1523,,KMWE2302,HYNDLAND,No change,,,,
,,,SECONDARY,,,,,
,,,SCHOOL,,,,,
KE1623,,KMWE2303,NOTRE DAME,No change,,,,
,,,PRIMARY SCHOOL,,,,,
,,,,,,,,
KE1723,,KMWE2304,HYNDLAND,No change,,,,
,,,SECONDARY,,,,,
,,,SCHOOL,,,,,
KE2523,,KMWE2305,HYNDLAND PRIMARY,No change,,,,
,,,SCHOOL,,,,,
,,,,,,,,
KE2623,,KMWE2306,NOTRE DAME,No change,,,,
,,,PRIMARY SCHOOL,,,,,
,,,,,,,,
KE2723,,KMWE2307,NOTRE DAME,No change,,,,
,,,PRIMARY SCHOOL,,,,,
,,,,,,,,
MS1323,,KMNO2301,KELVINDALE,No change,,,,
,,,PRIMARY SCHOOL,,,,,
,,,,,,,,
MS1423,,KMNO2302,KELVINDALE,No change,,,,
,,,PRIMARY SCHOOL,,,,,
,,,,,,,,
MS1623,,KMNO2303,CLEVEDEN,No change,,,,
,,,SECONDARY,,,,,
,,,SCHOOL,,,,,
MS4523,,KMWE2308,TEMPLE-,No change,,,,
,,,ANNIESLAND,,,,,
,,,CHURCH HALL,,,,,
