OSG_REFERENCE_NUMBER,ADDRESS1,ADDRESS2,POST_TOWN,POSTCODE,BUILDING_EMISSIONS,ELECTRICITY_SOURCE,MAIN_HEATING_FUEL,APPROXIMATE_ENERGY_USE,LOCAL_AUTHORITY,CONSTITUENCY,TARGET_EMISSIONS
9.067E+11,STOREY 6/2,8 ELLIOT PLACE,GLASGOW,G3 8EP,39.52,Grid supplied,Natural Gas,142,00QS,00QSMK,15.21
9.067E+11,SUITE 3/1,14 ELLIOT PLACE,GLASGOW,G3 8EP,73.1,Grid supplied,Natural Gas,231,00QS,00QSMK,22.76
,Cyclestore,162A Finnieston Square,Glasgow,G3 8ET,42.26,Grid supplied,Natural Gas,133,00QS,00QSMK,24.44
9.067E+11,54 FINNIESTON SQUARE,,GLASGOW,G3 8ET,194.01,Grid supplied,Natural Gas,701,00QS,00QSMK,164.61
,16 Stobcross Road,,Glasgow,G3 8GS,51.21,Grid supplied,Natural Gas,209,,,53.74
9.067E+11,141 FINNIESTON STREET,,GLASGOW,G3 8HB,259.35,Grid supplied,Natural Gas,893,00QS,00QSMK,180.94
9.067E+11,CAMPANILE HOTEL,10 TUNNEL STREET,GLASGOW,G3 8HL,67.34,Grid supplied,Natural Gas,362,00QS,00QSMK,53.01
9.067E+11,28 TUNNEL STREET,,GLASGOW,G3 8HL,167.14,Grid supplied,Natural Gas,430,00QS,00QSMK,55.41
,Hotel Finnieston Quay,25 Tunnel Street,Glasgow,G3 8HL,42.43,Grid supplied,Natural Gas,205,00QS,00QSMK,51.01
,Hilton Garden Inn Hotel,Finnieston Quay,Glasgow,G3 8HN,75.79,Grid supplied,Natural Gas,238,00QS,00QSMK,57.03
9.067E+11,133 Lancefield Street,,Glasgow,G3 8HZ,62.48,Grid supplied,Natural Gas,187,00QS,00QSMK,22.68
9.067E+11,145 LANCEFIELD STREET,,GLASGOW,G3 8HZ,132.15,Grid supplied,Natural Gas,481,00QS,00QSMK,28.96
,121-127  LANCEFIELD STREET,,GLASGOW,G3 8HZ,54.01,Grid supplied,Natural Gas,186,00QS,00QSMK,24.84
,Unit 2,70 Lancefield Street,Glasgow,G3 8JD,65.92,Grid supplied,Natural Gas,177,00QS,00QSMK,21.54
,Unit 1,70 Lancefield Street,Glasgow,G3 8JD,57.54,Grid supplied,Natural Gas,195,00QS,00QSMK,13.8
9.067E+11,CRANSTONHILL POLICE OFFICE,945 ARGYLE STREET,GLASGOW,G3 8JG,181.19,Grid supplied,Natural Gas,716,00QS,00QSMK,91.47
,Unit 2A Skypark SP5,45 Finnieston Street,Glasgow,G3 8JU,37.56,Grid supplied,Natural Gas,107,00QS,00QSMK,17.09
,Unit 4B Skypark SP5,45 Finnieston Street,Glasgow,G3 8JU,32.49,Grid supplied,Natural Gas,93,00QS,00QSMK,16.62
,Fast Food Restaurant,The Clydeway Centre & Skypark,Glasgow,G3 8JU,262.34,Grid supplied,Natural Gas,646,00QS,00QSMK,91.74
,Unit 1C Skypark SP5,45 Finnieston Square,Glasgow,G3 8JU,37.98,Grid supplied,Natural Gas,101,00QS,00QSMK,14.55
,Unit 3A Skypark SP5,45 Finnieston Street,Glasgow,G3 8JU,33.34,Grid supplied,Natural Gas,81,00QS,00QSMK,14.18
,Unit 2B Skypark SP5,45 FInnieston Street,Glasgow,G3 8JU,33.35,Grid supplied,Natural Gas,78,00QS,00QSMK,13.49
,Unit 1A,45 Skypark SP5,Glasgow,G3 8JU,41.26,Grid supplied,Natural Gas,117,00QS,00QSMK,15.58
,Unit 5B Skypark SP5,45 Finnieston Street,Glasgow,G3 8JU,43.39,Grid supplied,Natural Gas,129,00QS,00QSMK,19.46
,Unit 1B Skypark SP5,45 Finnieston Square,Glasgow,G3 8JU,44.45,Grid supplied,Natural Gas,127,00QS,00QSMK,14.42
,Unit 3B Skypark SP5,45 Finnieston Street,Glasgow,G3 8JU,32.7,Grid supplied,Natural Gas,94,00QS,00QSMK,17.33
,Unit 4C Skypark SP5,45 Finnieston Street,Glasgow,G3 8JU,33.54,Grid supplied,Natural Gas,93,00QS,00QSMK,16.55
,Unit 5a Skypark SP5,45 Finnieston Street,Glasgow,G3 8JU,49.82,Grid supplied,Natural Gas,130,00QS,00QSMK,20.83
9.067E+11,61 FINNIESTON STREET,,GLASGOW,G3 8JU,105.64,Grid supplied,Natural Gas,411,00QS,00QSMK,38.98
,1A Houldsworth Street,Skyspark,Glasgow,G3 8JU,55.17,Grid supplied,Natural Gas,160,00QS,00QSMK,17.53
,Unit 4A Skypark SP5,45 Finnieston Street,Glasgow,G3 8JU,29.6,Grid supplied,Natural Gas,101,00QS,00QSMK,14.61
9.067E+11,10 MINERVA STREET,,GLASGOW,G3 8LD,88.63,Grid supplied,Natural Gas,230,00QS,00QSMK,23.8
9.067E+11,,956 ARGYLE STREET,GLASGOW,G3 8LU,140.32,Grid supplied,Natural Gas,408,00QS,00QSMK,49.3
9.067E+11,1004 Argyle St,,Glasgow,G3 8LU,175.85,Grid supplied,Natural Gas,561,00QS,00QSMK,57.49
9.067E+11,1008 ARGYLE STREET,,GLASGOW,G3 8LX,144.43,Grid supplied,Natural Gas,361,00QS,00QSMK,57.62
9.067E+11,1081 ARGYLE STREET,,GLASGOW,G3 8LZ,29.32,Grid supplied,Natural Gas,165,00QS,00QSMK,4.83
9.067E+11,995 ARGYLE STREET,,GLASGOW,G3 8LZ,45.16,Grid supplied,Natural Gas,236,00QS,00QSMK,4.77
9.067E+11,1079 ARGYLE STREET,,GLASGOW,G3 8LZ,30.93,Grid supplied,Natural Gas,161,00QS,00QSMK,3.75
9.067E+11,1075 Argyle Street,,Glasgow,G3 8LZ,121.01,Grid supplied,Natural Gas,295,00QS,00QSMK,85.53
,1101 Argyle Street,Finnieston,Glasgow,G3 8ND,99.26,Grid supplied,Natural Gas,266,00QS,00QSMK,28.8
9.067E+11,1125 Argyle Street,,Glasgow,G3 8ND,202.35,Grid supplied,Natural Gas,585,00QS,00QSMK,73.96
,Mercat Building GF,1103 Argyle Street,Glasgow,G3 8ND,85.61,Grid supplied,Natural Gas,225,00QS,00QSMK,17.89
,Mercat Building UF,1103 Argyle Street,Glasgow,G3 8ND,78.42,Grid supplied,Natural Gas,234,00QS,00QSMK,16.46
9.067E+11,49 ST VINCENT CRESCENT,,GLASGOW,G3 8NG,35.86,Grid supplied,Natural Gas,185,00QS,00QSMK,7.71
9.067E+11,CAIRNCROSS HOUSE,20 KELVINHAUGH PLACE,GLASGOW,G3 8NH,18.15,Grid supplied,Natural Gas,92,00QS,00QSMK,6.28
9.067E+11,52 ST VINCENT CRESCENT,,GLASGOW,G3 8NQ,34.24,Grid supplied,Natural Gas,177,00QS,00QSMK,3.37
,Flat 2,51 St Vincent Street,Glasgow,G3 8NQ,56.62,Grid supplied,Natural Gas,281,00QS,00QSMK,15.73
9.067E+11,51 ST VINCENT CRESCENT,,GLASGOW,G3 8NQ,69.55,Grid supplied,Natural Gas,201,00QS,00QSMK,18.94
,3 Palmerston Place,,Glasgow,G3 8PA,17.83,Grid supplied,Natural Gas,92,00QS,00QSMK,6.11
,69 Kelvinhaugh Street,,Glasgow,G3 8PE,17.45,Grid supplied,Natural Gas,90,00QS,00QSMK,5.9
,45 Kelvinhaugh Street,,Glasgow,G3 8PE,17.1,Grid supplied,Natural Gas,88,00QS,00QSMK,5.79
,85 Kelvinhaugh Street,,Glasgow,G3 8PE,17.1,Grid supplied,Natural Gas,88,00QS,00QSMK,5.79
,91 Kelvinhaugh Street,,Glasgow,G3 8PE,17.45,Grid supplied,Natural Gas,90,00QS,00QSMK,6.1
,61 Kelvinhaugh Street,,Glasgow,G3 8PE,17.85,Grid supplied,Natural Gas,91,00QS,00QSMK,6.23
,27 Kelvinhaugh Street,,Glasgow,G3 8PE,17.1,Grid supplied,Natural Gas,88,00QS,00QSMK,5.79
,77 Kelvinhaugh Street,,Glasgow,G3 8PE,17.1,Grid supplied,Natural Gas,88,00QS,00QSMK,5.79
,53 Kelvinhaugh Street,,Glasgow,G3 8PE,17.1,Grid supplied,Natural Gas,88,00QS,00QSMK,5.79
,107 Kelvinhaugh Street,,Glasgow,G3 8PX,29.13,Grid supplied,Natural Gas,146,00QS,00QSMK,17.47
,115 Kelvinhaugh Street,,Glasgow,G3 8PX,17.4,Grid supplied,Natural Gas,92,00QS,00QSMK,6.67
,Block A,145 Kelvinhaugh Street,Glasgow,G3 8PX,31.12,Grid supplied,Natural Gas,155,00QS,00QSMK,39.35
,Block B,145 Kelvinhaugh Street,Glasgow,G3 8PX,22.65,Grid supplied,District Heating,127,00QS,00QSMK,24.19
,Block C,145 Kelvinhaugh Street,Glasgow,G3 8PX,20.93,Grid supplied,District Heating,124,00QS,00QSMK,24.13
,117 Kelvinhaugh Street,,Glasgow,G3 8PX,16.98,Grid supplied,Natural Gas,90,00QS,00QSMK,6.42
,119 Kelvinhaugh Street,,Glasgow,G3 8PX,17.63,Grid supplied,Natural Gas,93,00QS,00QSMK,6.71
,11 Kelvinhaugh Gate,,Glasgow,G3 8PY,20.95,Grid supplied,Natural Gas,109,00QS,00QSMK,7.22
,7 Kelvinhaugh Gate,,Glasgow,G3 8PY,20.95,Grid supplied,Natural Gas,109,00QS,00QSMK,7.22
,9 Kelvinhaugh Gate,,Glasgow,G3 8PY,20.95,Grid supplied,Natural Gas,109,00QS,00QSMK,7.22
9.067E+11,1 Kelvinhaugh Gate,,Glasgow,G3 8PY,42.35,Grid supplied,Natural Gas,207,00QS,00QSMK,16.92
,15 Kelvinhaugh Gate,,Glasgow,G3 8PY,19.07,Grid supplied,Natural Gas,100,00QS,00QSMK,7.19
9.067E+11,3 Kelvinhaugh Gate,,Glasgow,G3 8PY,34.86,Grid supplied,Natural Gas,172,00QS,00QSMK,14.48
,200 Old Dumbarton Road,,Glasgow,G3 8QB,15.79,Grid supplied,Natural Gas,86,00QS,00QSMK,10.2
,Bridge House,180 Old Dumbarton Road,Glasgow,G3 8QB,34.38,Grid supplied,Natural Gas,142,00QS,00QSMK,41.61
9.067E+11,Crowne Plaza Hotel,Congress Road,GLASGOW,G3 8QT,89.74,Grid supplied,Natural Gas,451,00QS,00QSMK,38.08
9.067E+11,MARRIOTT HOTEL,500 ARGYLE STREET,GLASGOW,G3 8RR,96.65,Grid supplied,Natural Gas,416,00QS,00QSMK,58.92
9.067E+11,RIVERSIDE MUSEUM,100 POINTHOUSE PLACE,Glasgow,G3 8RS,37.09,Grid supplied,Natural Gas,245,,,4.69
,30 Yorkhill Street,,Glasgow,G3 8RY,29.42,Grid supplied,Natural Gas,139,00QS,00QSMK,16.23
9.067E+11,9 THORNBANK STREET,,GLASGOW,G3 8SU,23.82,Grid supplied,Natural Gas,84,00QS,00QSMK,12.32
,1134 Argyle Street,,Glasgow,G3 8TD,115.1,Grid supplied,Natural Gas,368,00QS,00QSMK,68.5
9.067E+11,1146 Argyle Street,,Glasgow,G3 8TE,144.33,Grid supplied,Natural Gas,342,00QS,00QSMK,87.37
9.067E+11,1202 Argyle Street,,Glasgow,G3 8TE,68.82,Grid supplied,Natural Gas,402,00QS,00QSMK,37.24
9.067E+11,1190 Argyle Street,,Glasgow,G3 8TE,82.19,Grid supplied,Natural Gas,205,00QS,00QSMK,21.68
9.067E+11,1260 ARGYLE STREET,,GLASGOW,G3 8TJ,174.42,Grid supplied,Natural Gas,454,00QS,00QSMK,38.79
9.067E+11,1287 ARGYLE STREET,,GLASGOW,G3 8TL,30.03,Grid supplied,Natural Gas,73,00QS,00QSMK,14.14
,1321 Argyle Street,,Glasgow,G3 8TL,195.21,Grid supplied,Natural Gas,627,00QS,00QSMK,81.37
,Kelvingrove House,1331 Argyle Street,Glasgow,G3 8TL,95.95,Grid supplied,Natural Gas,301,00QS,00QSMK,81.52
,Unit 1204,Argyle Street,Glasgow,G3 8TQ,23.06,Grid supplied,Natural Gas,120,00QS,00QSMK,6.15
9.067E+11,DALIAN HOUSE,350 ST VINCENT STREET,GLASGOW,G3 8TS,38.36,Grid supplied,Natural Gas,109,00QS,00QSMK,9.86
9.067E+11,69 Haugh Road,,Glasgow,G3 8TX,48.17,Grid supplied,Natural Gas,164,00QS,00QSMK,18.91
9.067E+11,THE CLYDE AUDITORIUM,CONGRESS ROAD,GLASGOW,G3 8YW,88.97,Grid supplied,Natural Gas,193,00QS,00QSMK,23.55
9.06701E+11,THE OVO HYDRO,CONGRESS ROAD,GLASGOW,G3 8YW,20.79,Grid supplied,Natural Gas,119,00QS,00QSMK,6.47
9.067E+11,SCOTTISH EVENT CAMPUS,CONGRESS ROAD,GLASGOW,G3 8YW,45.87,Grid supplied,Natural Gas,248,00QS,00QSMK,5.3
9.067E+11,BOOKER CASH AND CARRY,926 RUTHERGLEN ROAD,GLASGOW,G5 0AW,52.13,Grid supplied,Natural Gas,167,00QS,00QSMH,25.47
,84 Toryglen Street,,Glasgow,G5 0BH,42.95,Grid supplied,Natural Gas,100,00QS,00QSMH,17.5
,8,The Clyde Gateway,Glasgow,G5 0BJ,69.12,Grid supplied,Natural Gas,155,00QS,00QSMH,69.84
,Unit 9,Gushetfaulds Place,Glasgow,G5 0DP,41.17,Grid supplied,Natural Gas,124,,,42.63
,34 Elmfoot Grove,,Glasgow,G5 0LR,64.94,Grid supplied,Natural Gas,150,00QS,00QSMH,36.32
,32 Elmfoot Grove,,Glasgow,G5 0LR,65.83,Grid supplied,Natural Gas,146,00QS,00QSMH,33.31
9.067E+11,135 Moffat Street,,Glasgow,G5 0ND,64.72,Grid supplied,Natural Gas,171,00QS,00QSMH,22.56
9.067E+11,123 Moffat Street,,Glasgow,G5 0ND,43.03,Grid supplied,Natural Gas,153,00QS,00QSMH,15.91
,121 Moffat Street,,Glasgow,G5 0ND,68.68,Grid supplied,Natural Gas,213,00QS,00QSMH,20.96
9.067E+11,68 MCNEIL STREET,,GLASGOW,G5 0NH,69.8,Grid supplied,Natural Gas,382,00QS,00QSMH,36.85
,Unit 3 Riverside business park,5 Moffat Street,Glasgow,G5 0PD,64.29,Grid supplied,Natural Gas,227,00QS,00QSMH,19.42
,Unit 4 Riverside business park,5 Moffat Street,Glasgow,G5 0PD,107.15,Grid supplied,Natural Gas,314,00QS,00QSMH,25.79
,Unit 1 Riverside Business Park,5 Moffat Street,Glasgow,G5 0PD,115.86,Grid supplied,Natural Gas,316,00QS,00QSMH,30.81
,Unit 7 Riverside business park,5 Moffat Street,Glasgow,G5 0PD,84.6,Grid supplied,Natural Gas,281,00QS,00QSMH,25.24
,Unit 12 Riverside business park,5 Moffat Street,Glasgow,G5 0PD,111.86,Grid supplied,Natural Gas,307,00QS,00QSMH,39.12
,Unit 10 Riverside Business Park,Moffat Street,Glasgow,G5 0PD,83.38,Grid supplied,Natural Gas,216,00QS,00QSMH,24.4
9.067E+11,BUILDING 2 - UNIT 12,12 COMMERCIAL ROAD,GLASGOW,G5 0PQ,77.92,Grid supplied,Natural Gas,260,00QS,00QSMH,18.19
9.067E+11,577 LAWMOOR STREET,,GLASGOW,G5 0TL,59.92,Grid supplied,Natural Gas,153,00QS,00QSMH,13.48
9.067E+11,UNIT 5,18 ST LUKES PLACE,GLASGOW,G5 0TS,53.13,Grid supplied,Natural Gas,173,00QS,00QSMH,28.41
9.067E+11,UNIT 1,10 ST LUKES PLACE,GLASGOW,G5 0TS,86.7,Grid supplied,Natural Gas,283,00QS,00QSMH,47.99
9.067E+11,UNIT 4,16 ST LUKES PLACE,GLASGOW,G5 0TS,41.78,Grid supplied,Natural Gas,124,00QS,00QSMH,18.59
9.067E+11,UNIT 2,12 ST LUKES PLACE,GLASGOW,G5 0TS,41.78,Grid supplied,Natural Gas,124,00QS,00QSMH,18.59
9.067E+11,UNIT 3,14 ST LUKES PLACE,GLASGOW,G5 0TS,41.78,Grid supplied,Natural Gas,124,00QS,00QSMH,18.59
9.067E+11,UNIT 9,26 ST LUKES PLACE,GLASGOW,G5 0TS,67.77,Grid supplied,Natural Gas,227,00QS,00QSMH,31.99
,515 and 539 Lawmoor Street,,Glasgow,G5 0TT,51.18,Grid supplied,Natural Gas,111,00QS,00QSMH,14.62
9.067E+11,573 LAWMOOR STREET,,GLASGOW,G5 0TT,12.63,Grid supplied,Natural Gas,68,00QS,00QSMH,0
9.067E+11,515 Lawmoor Street,,Glasgow,G5 0TT,51.18,Grid supplied,Natural Gas,111,00QS,00QSMH,14.62
,577 Lawmoor Street,,Glasgow,G5 0TT,49.18,Grid supplied,Natural Gas,254,00QS,00QSMH,11.74
9.067E+11,585 Lawmoor Street,Dixon Blazes Industrial Estate,Glasgow,G5 0TT,70.6,Grid supplied,Natural Gas,235,00QS,00QSMH,23.62
9.067E+11,PREMIER INN,80 BALLATER STREET,GLASGOW,G5 0TW,147.39,Grid supplied,Natural Gas,407,00QS,00QSMH,101.54
9.06701E+11,GROUND FLOOR OFFICE,580 LAWMOOR STREET,GLASGOW,G5 0TX,20.94,Grid supplied,Natural Gas,112,00QS,00QSMH,3.17
9.067E+11,568 LAWMOOR STREET,,GLASGOW,G5 0TY,118.42,Grid supplied,Natural Gas,447,00QS,00QSMH,25.87
,Unit 1 & 3B,Southpoint,Glasgow,G5 0UG,79.63,Grid supplied,Natural Gas,237,00QS,00QSMH,23.61
,Unit 6,Southpoint,Glasgow,G5 0UG,77.2,Grid supplied,Natural Gas,259,00QS,00QSMH,25.94
,Unit 2,Southpoint,Glasgow,G5 0UG,75.7,Grid supplied,Natural Gas,223,00QS,00QSMH,22.58
9.067E+11,16 LAWMOOR ROAD,,GLASGOW,G5 0UL,59.76,Grid supplied,Natural Gas,164,00QS,00QSMH,13.94
9.067E+11,96 CALEDONIA STREET,,GLASGOW,G5 0XG,43.24,Grid supplied,Natural Gas,146,00QS,00QSMH,15.57
,Unit E,24 Rosyth Road,Glasgow,G5 0YD,5.87,Grid supplied,Other,11,00QS,00QSMH,0.32
9.067E+11,GORBALS LEISURE CENTRE,275 BALLATER STREET,GLASGOW,G5 0YP,98.32,Grid supplied,Natural Gas,288,00QS,00QSMH,42.22
9.067E+11,35 COMMERCE STREET,,GLASGOW,G5 8AB,37.03,Grid supplied,Other,71,00QS,00QSME,18.91
9.067E+11,100 WEST STREET,,GLASGOW,G5 8AW,55.53,Grid supplied,Natural Gas,315,00QS,00QSME,3.96
9.067E+11,75 West Street,,Glasgow,G5 8BA,98.68,Grid supplied,Natural Gas,281,00QS,00QSME,25.71
,119 West Street,,Glasgow,G5 8BA,102.2,Grid supplied,Natural Gas,374,00QS,00QSME,39.21
,Suite 3-1,60 Tradeston Street,Glasgow,G5 8BH,87.12,Grid supplied,Natural Gas,308,00QS,00QSME,25.36
,Attic,60 Tradeston Street,Glasgow,G5 8BH,46.65,Grid supplied,Natural Gas,162,00QS,00QSME,18.24
,Suite 2-1,60 Tradeston Street,Glasgow,G5 8BH,62.62,Grid supplied,Natural Gas,195,00QS,00QSME,20.49
,Suite 1-2,60 Tradeston Street,Glasgow,G5 8BH,58.38,Grid supplied,Natural Gas,257,00QS,00QSME,8.83
,Communal Areas,60 Tradeston Street,Glasgow,G5 8BH,116.28,Grid supplied,Natural Gas,472,00QS,00QSME,20.9
9.067E+11,45 TRADESTON STREET,,GLASGOW,G5 8BH,199.7,Grid supplied,Natural Gas,768,00QS,00QSME,31.52
,Ground Rear,60 Tradeston Street,Glasgow,G5 8BH,30.07,Grid supplied,Natural Gas,114,00QS,00QSME,9.67
,Suite 1-1,60 Tradeston Street,Glasgow,G5 8BH,64.23,Grid supplied,Natural Gas,189,00QS,00QSME,17.65
9.067E+11,97 Kingston Street,,Glasgow,G5 8BJ,35.8,Grid supplied,Natural Gas,89,00QS,00QSME,14.4
9.06701E+11,UNIT 8,67 TRADESTON STREET,GLASGOW,G5 8BL,41.09,Grid supplied,Natural Gas,134,00QS,00QSME,18.78
9.067E+11,101 CENTRE STREET,,GLASGOW,G5 8BU,35.79,Grid supplied,Natural Gas,182,00QS,00QSME,5.54
9.067E+11,53 WALLACE STREET,,GLASGOW,G5 8DJ,17.2,Grid supplied,Natural Gas,88,00QS,00QSME,2.97
9.06701E+11,2 Clyde Place Lane,,Glasgow,G5 8DP,13.36,Grid supplied,Natural Gas,36,00QS,00QSME,18.27
9.06701E+11,1 CLYDE PLACE LANE,,GLASGOW,G5 8DP,13.16,Grid supplied,Natural Gas,40,00QS,00QSME,15.73
9.06701E+11,3 CLYDE PLACE LANE,,GLASGOW,G5 8DP,14.06,Grid supplied,Natural Gas,46,00QS,00QSME,16.14
,54 Wallace Street,Tradeston,Glasgow,G5 8DU,52.12,Grid supplied,Natural Gas,163,00QS,00QSME,19.09
,140-142 Nelson Street,Kingston,Glasgow,G5 8EJ,66.95,Grid supplied,Natural Gas,173,00QS,00QSME,20.25
9.06701E+11,138 Nelson Street,Kingston,Glasgow,G5 8EJ,86.11,Grid supplied,Natural Gas,213,00QS,00QSME,21.49
,Unit 1-5,110-114 Salkeld Street,Glasgow,G5 8HE,38.99,Grid supplied,Natural Gas,83,00QS,00QSME,16.93
9.067E+11,90 Salkeld Street,,Glasgow,G5 8HE,59.39,Grid supplied,Natural Gas,176,00QS,00QSME,14.3
,Building 3,32-36 Stromness Street,Glasgow,G5 8HS,108.25,Grid supplied,Natural Gas,522,00QS,00QSMF,11.63
,Building 5,32-36 Stromness Street,Glasgow,G5 8HS,98.33,Grid supplied,Natural Gas,475,00QS,00QSMF,13.88
,Building 6,32-36 Stromness Street,Glasgow,G5 8HS,34.93,Grid supplied,Natural Gas,173,00QS,00QSMF,3.03
,Building 1,32-36 Stromness Street,Glasgow,G5 8HS,2.99,Grid supplied,Other,22,00QS,00QSMF,0
,Building 7,32-36 Stromness Street,Glasgow,G5 8HS,32.81,Grid supplied,Natural Gas,182,00QS,00QSMF,2.43
,Building 2,32-36 Stromness Street,Glasgow,G5 8HS,46.52,Grid supplied,Natural Gas,227,00QS,00QSMF,6.24
9.067E+11,44 KILBIRNIE STREET,,GLASGOW,G5 8HX,42.63,Grid supplied,Natural Gas,135,00QS,00QSMF,9.59
,Batleys,29 Kilbirnie St,Glasgow,G5 8JD,53.34,Grid supplied,Natural Gas,152,00QS,00QSMF,29.46
9.067E+11,149 KILBIRNIE STREET,,GLASGOW,G5 8JH,72.04,Grid supplied,Oil,195,00QS,00QSMF,24.07
9.067E+11,151 KILBIRNIE STREET,,GLASGOW,G5 8JH,68.5,Grid supplied,Natural Gas,208,00QS,00QSMF,19.07
,54 Cook Street,,Glasgow,G5 8JN,70.1,Grid supplied,Oil,175,00QS,00QSME,17.51
,54 Cook St,Kinning Park,GLASGOW,G5 8JQ,42.8,Grid supplied,Natural Gas,214,00QS,00QSME,3.85
,Ground office,33 Dalintober Street,Glasgow,G5 8JZ,59.82,Grid supplied,Natural Gas,137,00QS,00QSME,20.69
9.067E+11,FLAT 0/2,53 MORRISON STREET,GLASGOW,G5 8LB,75.11,Grid supplied,Natural Gas,221,00QS,00QSME,24.5
9.067E+11,FLAT 0/1,53 MORRISON STREET,GLASGOW,G5 8LB,54.04,Grid supplied,Natural Gas,154,00QS,00QSME,16.2
,Units 1&2,West Street Trading Estate,Glasgow,G5 8LG,32.41,Grid supplied,Natural Gas,160,00QS,00QSMF,4.94
,Unit 6,West Street Trading Estate,Glasgow,G5 8LG,51.89,Grid supplied,Natural Gas,264,00QS,00QSMF,7.37
,Unit 11-12,323 West Street,Glasgow,G5 8LG,85.63,Grid supplied,Natural Gas,291,00QS,00QSMF,27.8
,Unit 4,West Street Trading Estate,Glasgow,G5 8LG,17.02,Grid supplied,Natural Gas,95,00QS,00QSMF,3.12
,Units 9&10,West Street Trading Estate,Glasgow,G5 8LG,65.82,Grid supplied,Natural Gas,324,00QS,00QSMF,12.81
,Units 11&12,West Street Trading Estate,Glasgow,G5 8LG,81.41,Grid supplied,Natural Gas,391,00QS,00QSMF,15.78
,Unit 5,West Street Trading Estate,Glasgow,G5 8LG,42.77,Grid supplied,Natural Gas,225,00QS,00QSMF,6.03
9.067E+11,124 Scotland Street,,Glasgow,G5 8LJ,75.22,Grid supplied,Natural Gas,186,00QS,00QSME,29.51
9.067E+11,100 MORRISON STREET,,GLASGOW,G5 8LN,49.01,Grid supplied,Natural Gas,149,00QS,00QSME,12.35
,1--3 Scotland Street,,Glasgow,G5 8LS,93.63,Grid supplied,Natural Gas,271,00QS,00QSME,41.47
9.067E+11,13 SCOTLAND STREET,,GLASGOW,G5 8NB,50.14,Grid supplied,Natural Gas,142,00QS,00QSME,30.08
9.067E+11,6 SPRINGFIELD QUAY,,GLASGOW,G5 8NP,104.83,Grid supplied,Natural Gas,384,00QS,00QSME,70.35
,19/25 Carnoustie Place,,Glasgow,G5 8PA,63.36,Grid supplied,Natural Gas,311,00QS,00QSME,9.2
,15/17 Carnoustie Place,,Glasgow,G5 8PA,22.7,Grid supplied,Natural Gas,134,00QS,00QSME,5.12
,27/29 Carnoustie Place,,Glasgow,G5 8PA,20.99,Grid supplied,Natural Gas,103,00QS,00QSME,2.72
,28/30 Carnoustie Place,Scotland Street,Glasgow,G5 8PH,15.58,Grid supplied,Natural Gas,94,00QS,00QSME,2.39
,11 Carnoustie Place,,Glasgow,G5 8PH,91.02,Grid supplied,Natural Gas,366,00QS,00QSME,31.38
9.067E+11,2-8 Carnoustie Place,,Glasgow,G5 8PH,68.23,Grid supplied,Natural Gas,254,00QS,00QSME,18.25
9.067E+11,9 CARNOUSTIE PLACE,,GLASGOW,G5 8PH,87.75,Grid supplied,Natural Gas,364,00QS,00QSME,31.47
,Unit 1F Kilbirnie Place,,Glasgow,G5 8QR,53.73,Grid supplied,Natural Gas,270,00QS,00QSMF,4.9
,Unit 4 Kilbirnie Place,,Glasgow,G5 8QR,19.72,Grid supplied,Natural Gas,99,00QS,00QSMF,4.01
,Unit 2 Kilbirnie Place,,Glasgow,G5 8QR,58.53,Grid supplied,Natural Gas,287,00QS,00QSMF,9.5
,Unit 3 Kilbirnie Place,,Glasgow,G5 8QR,38.5,Grid supplied,Natural Gas,190,00QS,00QSMF,9.64
9.067E+11,19 KILBIRNIE PLACE,,GLASGOW,G5 8QR,122.75,Grid supplied,Natural Gas,432,00QS,00QSMF,29.45
,"Unit 1A, Kilbirnie Place",,Glasgow,G5 8QR,11.4,Grid supplied,Natural Gas,68,00QS,00QSMF,1.54
9.067E+11,Travelodge,271 Paisley Road,Glasgow,G5 8RA,78.8,Grid supplied,Natural Gas,430,00QS,00QSME,63.7
,474-476 Paisley Road,,Glasgow,G5 8RE,64.12,Grid supplied,Natural Gas,339,00QS,00QSME,44.4
9.067E+11,466 Paisley Road,,Glasgow,G5 8RE,59.09,Grid supplied,Natural Gas,330,00QS,00QSME,26.95
9.067E+11,480 PAISLEY ROAD,,GLASGOW,G5 8RE,115.7,Grid supplied,Natural Gas,339,00QS,00QSME,54.98
9.067E+11,447 Paisley Road,,Glasgow,G5 8RJ,70.86,Grid supplied,Natural Gas,199,00QS,00QSME,18.69
9.067E+11,459 Paisley Road,,Glasgow,G5 8RJ,123.98,Grid supplied,Natural Gas,272,00QS,00QSME,22.7
9.067E+11,44 Watt Street,,Glasgow,G5 8RR,38.39,Grid supplied,Natural Gas,91,00QS,00QSME,18.74
,Kinning Park Ind Estate,21 Watt Street,Glasgow,G5 8RR,35.16,Grid supplied,Natural Gas,187,00QS,00QSME,8.13
,Units 3 & 4,25 Watt Street,Glasgow,G5 8RR,68.83,Grid supplied,Natural Gas,337,00QS,00QSME,16.74
,Kinning Park Industrial Estate,25 Houston Street,Glasgow,G5 8RS,12.65,Grid supplied,Natural Gas,74,00QS,00QSME,0.84
,33 Houston Street,,Glasgow,G5 8RS,45.4,Grid supplied,Natural Gas,225,00QS,00QSME,7.45
,Kinning Park Ind Est U1,46 Houston Street,Glasgow,G5 8RS,19.88,Grid supplied,Natural Gas,102,00QS,00QSME,1.35
