input_postcode,input_address,heating_type,building_emissions,result_address,result_value,Property Address,Proprietor,Tenant,Rateable Value,detail_url,search_url
Barfillan Drive,133,Natural Gas,99.55,K528600121 00040,YARD,121 BARFILLAN DRIVEGLASGOWG52 1BD,VICTORIA HILARY PENSION TRUST,TOM PERITON THE GLASGOW TREE SURGEON,"£6,300",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Barfillan+Drive&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K528600121+00040&PPRN=47231203&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Barfillan+Drive&searchtype=listing#results
Barfillan Drive,133,Natural Gas,99.55,K528600121 00041,STORE,UNIT E121 BARFILLAN DRIVEGLASGOWG52 1BD,SOUTHSIDE GLAZING,,"£3,800",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Barfillan+Drive&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K528600121+00041&PPRN=47402016&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Barfillan+Drive&searchtype=listing#results
923 HELEN STREET,GOVAN POLICE OFFICE,Natural Gas,99.67,L747000923,POLICE STATION,923 HELEN STREETGLASGOWG51 1EE,POLICE SCOTLAND ESTATES DEPARTMENT DALMARNOCK,,"£585,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=923+HELEN+STREET&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=L747000923&PPRN=47344024&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=923+HELEN+STREET&searchtype=listing#results
31 BELLAHOUSTON DRIVE,BELLAHOUSTON SPORTS CENTRE,Natural Gas,193.66,K575400031,LEISURE CENTRE,BELLAHOUSTON LEISURE CTRE31 BELLAHOUSTON DRIVEGLASGOWG52 1HH,GLASGOW CITY COUNCIL BUDGET SUPPORT OFFICER,GLASGOW LIFE DIRECTOR OF FINANCE,"£560,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=31+BELLAHOUSTON+DRIVE&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K575400031&PPRN=47235152&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=31+BELLAHOUSTON+DRIVE&searchtype=listing#results
167 ASHKIRK DRIVE,MOSSPARK PARISH CHURCH,Natural Gas,115.08,K441600167,CHURCH,167 ASHKIRK DRIVEGLASGOWG52 1LA,HARVEST GLASGOW,,"£22,250",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=167+ASHKIRK+DRIVE&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K441600167&PPRN=47234075&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=167+ASHKIRK+DRIVE&searchtype=listing#results
151 CORKERHILL PLACE,CORKERHILL NEIGHBOURHOOD CENTRE,Natural Gas,40.18,K990000151,COMMUNITY CENTRE,151 CORKERHILL PLACEGLASGOWG52 1RS,CITY PROPERTY GLASGOW (INVESTMENTS) LLP,,"£15,100",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=151+CORKERHILL+PLACE&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K990000151&PPRN=47234970&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=151+CORKERHILL+PLACE&searchtype=listing#results
150 BERRYKNOWES ROAD,LOURDES PRIMARY SCHOOL,Natural Gas,33.46,K603600150,SCHOOL,LOURDES PRIMARY150 BERRYKNOWES ROADGLASGOWG52 2BW,GLASGOW CITY COUNCIL BUDGET SUPPORT OFFICER,,"£220,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=150+BERRYKNOWES+ROAD&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K603600150&PPRN=47401095&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=150+BERRYKNOWES+ROAD&searchtype=listing#results
260 BERRYKNOWES ROAD,CRAIGTON CREMATORIUM,Natural Gas,57.09,K603600260,CREMATORIUM,260 BERRYKNOWES ROADGLASGOWG52 2DB,DIGNITY FUNERALS LTD,,"£60,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=260+BERRYKNOWES+ROAD&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K603600260&PPRN=47231289&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=260+BERRYKNOWES+ROAD&searchtype=listing#results
221 Crookston Road,Ross Hall Hospital,Natural Gas,58.75,L088200221,HOSPITAL,ROSS HALL221 CROOKSTON ROADGLASGOWG52 3NQ,GENERAL HEALTHCARE GROUP PLC BMI BUSINESS SERVICE (DDTEAM),,"£282,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=221+Crookston+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=L088200221&PPRN=47230118&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=221+Crookston+Road&searchtype=listing#results
125 KINNELL AVENUE,SSPCA ANIMAL CENTRE,Natural Gas,57.81,M013200125 00005,KENNELS ETC,125 KINNELL AVENUEGLASGOWG52 3RY,SCOTTISH SPCA,,"£205,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=125+KINNELL+AVENUE&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=M013200125+00005&PPRN=47234237&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=125+KINNELL+AVENUE&searchtype=listing#results
385 HILLINGTON ROAD,UNIT C ST ANDREW'S HOUSE,Natural Gas,47.15,X98040/0385 /00020,OFFICES,THE OLD COURTYARD385 HILLINGTON ROADHILLINGTONGLASGOWG52 4BL,DESIGNER LIVING GLASGOW LTD,,"£13,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=385+HILLINGTON+ROAD&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98040%2F0385+%2F00020&PPRN=67138055&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=385+HILLINGTON+ROAD&searchtype=listing#results
385 HILLINGTON ROAD,UNIT C ST ANDREW'S HOUSE,Natural Gas,47.15,X98040/0385 /00005,OFFICE,UNIT A ST ANDREW'S HOUSE385 HILLINGTON ROADHILLINGTONGLASGOWG52 4BL,PRIMUS REAL ESTATE UK LTD,SATVEER KAUR T/A BATHROOMS & TILES CITY,"£28,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=385+HILLINGTON+ROAD&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98040%2F0385+%2F00005&PPRN=67060668&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=385+HILLINGTON+ROAD&searchtype=listing#results
385 HILLINGTON ROAD,UNIT C ST ANDREW'S HOUSE,Natural Gas,47.15,X98040/0385 /00010,STORE,UNIT B ST ANDREW'S HOUSE385 HILLINGTON ROADHILLINGTONGLASGOWG52 4BL,PRIMUS REAL ESTATE UK LTD,,"£13,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=385+HILLINGTON+ROAD&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98040%2F0385+%2F00010&PPRN=67113656&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=385+HILLINGTON+ROAD&searchtype=listing#results
385 HILLINGTON ROAD,UNIT C ST ANDREW'S HOUSE,Natural Gas,47.15,X98040/0385 /00015,SHOWROOM,UNIT C ST ANDREW'S HOUSE385 HILLINGTON ROADHILLINGTONGLASGOWG52 4BL,PRIMUS REAL ESTATE UK LTD,GLASGOW TILES LTD,"£29,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=385+HILLINGTON+ROAD&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98040%2F0385+%2F00015&PPRN=67113664&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=385+HILLINGTON+ROAD&searchtype=listing#results
385 HILLINGTON ROAD,UNIT C ST ANDREW'S HOUSE,Natural Gas,47.15,X98040/0385 /00025,OFFICE,UNIT D ST ANDREW'S HOUSE385 HILLINGTON ROADHILLINGTONGLASGOWG52 4BL,PRIMUS REAL ESTATE UK LTD,,"£30,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=385+HILLINGTON+ROAD&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98040%2F0385+%2F00025&PPRN=67148859&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=385+HILLINGTON+ROAD&searchtype=listing#results
385 HILLINGTON ROAD,UNIT C ST ANDREW'S HOUSE,Natural Gas,47.15,X98040/0385 /00030,OFFICE,UNIT E ST ANDREW'S HOUSE385 HILLINGTON ROADHILLINGTONGLASGOWG52 4BL,PRIMUS REAL ESTATE UK LTD,MONEY ADVICE & PLANNING LTD,"£16,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=385+HILLINGTON+ROAD&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98040%2F0385+%2F00030&PPRN=67148867&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=385+HILLINGTON+ROAD&searchtype=listing#results
385 HILLINGTON ROAD,UNIT C ST ANDREW'S HOUSE,Natural Gas,47.15,X98040/0385 /U001A,STORE,UNIT 1A385 HILLINGTON ROADHILLINGTONGLASGOWG52 4BL,PRIMUS REAL ESTATE UK LTD,SONA RANI,"£12,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=385+HILLINGTON+ROAD&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98040%2F0385+%2FU001A&PPRN=67252575&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=385+HILLINGTON+ROAD&searchtype=listing#results
385 HILLINGTON ROAD,UNIT C ST ANDREW'S HOUSE,Natural Gas,47.15,X98040/0385 /U001B,WORKSHOP,UNIT 1B385 HILLINGTON ROADHILLINGTONGLASGOWG52 4BL,PRIMUS REAL ESTATE UK LTD,ONLY SPORT LTD,"£12,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=385+HILLINGTON+ROAD&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98040%2F0385+%2FU001B&PPRN=67252583&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=385+HILLINGTON+ROAD&searchtype=listing#results
424 Hillington Road,Block 106 Unit 10,Natural Gas,108.02,L771000424,WORKSHOP,BLOCK 106 UNIT 10424 HILLINGTON ROADGLASGOWG52 4BL,AVIEMORE HILLINGTON GP LTD,WEST COAST (GLASGOW) LIMITED,"£12,400",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=424+Hillington+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=L771000424&PPRN=47231742&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=424+Hillington+Road&searchtype=listing#results
25 Colquhoun Avenue,Unit 5,Natural Gas,76.32,K964200025 U0001,OFFICE,UNIT 125 COLQUHOUN AVENUEGLASGOWG52 4BN,HAMCAP (HILLINGTON) LTD,SCHENKER LTD,"£24,250",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=25+Colquhoun+Avenue&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K964200025+U0001&PPRN=47442174&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=25+Colquhoun+Avenue&searchtype=listing#results
25 Colquhoun Avenue,Unit 5,Natural Gas,76.32,K964200025 U0002,OFFICE,UNIT 225 COLQUHOUN AVENUEGLASGOWG52 4BN,HAMCAP (HILLINGTON) LTD,RESOLVE MEDICOLEGAL LTD,"£29,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=25+Colquhoun+Avenue&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K964200025+U0002&PPRN=47442182&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=25+Colquhoun+Avenue&searchtype=listing#results
25 Colquhoun Avenue,Unit 5,Natural Gas,76.32,K964200025 U0003,OFFICE,UNIT 325 COLQUHOUN AVENUEGLASGOWG52 4BN,HAMCAP (HILLINGTON) LTD,SALLY SALON SERVICES LIMITED,"£33,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=25+Colquhoun+Avenue&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K964200025+U0003&PPRN=47442190&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=25+Colquhoun+Avenue&searchtype=listing#results
25 Colquhoun Avenue,Unit 5,Natural Gas,76.32,K964200025 U0004,OFFICE,UNIT 425 COLQUHOUN AVENUEGLASGOWG52 4BN,HAMCAP (HILLINGTON) LTD,,"£38,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=25+Colquhoun+Avenue&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K964200025+U0004&PPRN=47442204&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=25+Colquhoun+Avenue&searchtype=listing#results
25 Colquhoun Avenue,Unit 5,Natural Gas,76.32,K964200025 U0005,OFFICE,UNIT 525 COLQUHOUN AVENUEGLASGOWG52 4BN,HAMCAP (HILLINGTON) LTD,GE ENERGY POWER CONVERSION UK LTD,"£33,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=25+Colquhoun+Avenue&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K964200025+U0005&PPRN=47442212&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=25+Colquhoun+Avenue&searchtype=listing#results
25 Colquhoun Avenue,Unit 5,Natural Gas,76.32,K964200025 U0006,OFFICE,UNIT 625 COLQUHOUN AVENUEGLASGOWG52 4BN,HAMCAP (HILLINGTON) LTD,FES FEM LTD,"£29,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=25+Colquhoun+Avenue&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K964200025+U0006&PPRN=47442220&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=25+Colquhoun+Avenue&searchtype=listing#results
25 Colquhoun Avenue,Unit 5,Natural Gas,76.32,K964200025 U0007,OFFICE,UNIT 725 COLQUHOUN AVENUEGLASGOWG52 4BN,HAMCAP (HILLINGTON) LTD,FOSTERPLUS (FOSTERCARE) LIMITED,"£24,250",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=25+Colquhoun+Avenue&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K964200025+U0007&PPRN=47442239&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=25+Colquhoun+Avenue&searchtype=listing#results
Colquhoun Avenue,Units 1-7,Natural Gas,53.8,K964200007,WORKSHOP,BLOCK 122 UNIT 17 COLQUHOUN AVENUEGLASGOWG52 4BN,AVIEMORE HILLINGTON GP LTD,A B T ENGINEERING LTD,"£32,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Colquhoun+Avenue&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K964200007&PPRN=47231440&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Colquhoun+Avenue&searchtype=listing#results
Colquhoun Avenue,Units 1-7,Natural Gas,53.8,K964200008,WAREHOUSE,BLOCK 1268 COLQUHOUN AVENUEGLASGOWG52 4BN,JEWSON LIMITED,GRAHAM BUILDERS,"£237,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Colquhoun+Avenue&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K964200008&PPRN=47231556&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Colquhoun+Avenue&searchtype=listing#results
Colquhoun Avenue,Units 1-7,Natural Gas,53.8,K964200009,STORE ETC,BLOCK 122 UNIT 29 COLQUHOUN AVENUEGLASGOWG52 4BN,ALLIANCE MANAGEMENT PROPERTIES LTD,,"£23,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Colquhoun+Avenue&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K964200009&PPRN=47231459&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Colquhoun+Avenue&searchtype=listing#results
Colquhoun Avenue,Units 1-7,Natural Gas,53.8,K964200011,STORE,BLOCK 122 UNIT 311 COLQUHOUN AVENUEGLASGOWG52 4BN,ALLIANCE AMBULANCE SERVICES LIMITED,,"£28,250",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Colquhoun+Avenue&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K964200011&PPRN=47569360&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Colquhoun+Avenue&searchtype=listing#results
Colquhoun Avenue,Units 1-7,Natural Gas,53.8,K964200013,FACTORY,BLOCK 122 UNIT 413 COLQUHOUN AVENUEGLASGOWG52 4BN,EBS PENSIONS LIMITED,MAILING & DATA SOLUTIONS LIMITED,"£27,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Colquhoun+Avenue&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K964200013&PPRN=47231475&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Colquhoun+Avenue&searchtype=listing#results
