input_postcode,input_address,heating_type,building_emissions,result_address,result_value,Property Address,Proprietor,Tenant,Rateable Value,detail_url,search_url
19 PARK CIRCUS,19 PARK CIRCUS,Natural Gas,73.61,M585000019,OFFICE,19 PARK CIRCUSGLASGOWG3 6BE,HADDOW & LOBJANI,,"£105,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=19+PARK+CIRCUS&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=M585000019&PPRN=47046910&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=19+PARK+CIRCUS&searchtype=listing#results
11 Ashley Street,11 Ashley Street,Natural Gas,97.4,K442800011 F0B01,OFFICE,FLAT BASEMENT-111 ASHLEY STREETGLASGOWG3 6DR,KEMSLEY (SCOTLAND) LTD,,"£3,400",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=11+Ashley+Street&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K442800011+F0B01&PPRN=47410116&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=11+Ashley+Street&searchtype=listing#results
11 Ashley Street,11 Ashley Street,Natural Gas,97.4,K442800011 F0B02,OFFICE,FLAT BASEMENT-211 ASHLEY STREETGLASGOWG3 6DR,KEMSLEY (SCOTLAND) LTD,,"£2,200",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=11+Ashley+Street&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K442800011+F0B02&PPRN=47412984&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=11+Ashley+Street&searchtype=listing#results
11 Ashley Street,11 Ashley Street,Natural Gas,97.4,K442800011 F0B03,OFFICE,FLAT BASEMENT-311 ASHLEY STREETGLASGOWG3 6DR,KEMSLEY (SCOTLAND) LTD,,£675,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=11+Ashley+Street&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K442800011+F0B03&PPRN=47507217&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=11+Ashley+Street&searchtype=listing#results
11 Ashley Street,11 Ashley Street,Natural Gas,97.4,K442800011 F0G00,OFFICE,FLAT GROUND11 ASHLEY STREETGLASGOWG3 6DR,KEMSLEY (SCOTLAND) LTD,EKWS COMMS LTD,"£8,900",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=11+Ashley+Street&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K442800011+F0G00&PPRN=47410124&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=11+Ashley+Street&searchtype=listing#results
11 Ashley Street,11 Ashley Street,Natural Gas,97.4,K442800011 F0100,OFFICE,FIRST FLOOR11 ASHLEY STREETGLASGOWG3 6DR,KEMSLEY (SCOTLAND) LTD,MODUS ESTATES,"£9,600",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=11+Ashley+Street&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K442800011+F0100&PPRN=47053356&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=11+Ashley+Street&searchtype=listing#results
44 ASHLEY STREET,44 ASHLEY STREET,Natural Gas,39.82,K442800044,TRAINING CENTRE,THE ALBANY CENTRE44 ASHLEY STREETGLASGOWG3 6DS,GLASGOW COUNCIL FOR VOLUNTARY SERVICES,,"£47,250",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=44+ASHLEY+STREET&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K442800044&PPRN=47041579&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=44+ASHLEY+STREET&searchtype=listing#results
44 Ashley Street,The Gilchrist Suite,Natural Gas,104.09,K442800044,TRAINING CENTRE,THE ALBANY CENTRE44 ASHLEY STREETGLASGOWG3 6DS,GLASGOW COUNCIL FOR VOLUNTARY SERVICES,,"£47,250",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=44+Ashley+Street&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=K442800044&PPRN=47041579&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=44+Ashley+Street&searchtype=listing#results
55 WOODLANDS ROAD,55 WOODLANDS ROAD,Natural Gas,201.81,N339000055,SHOP,55 WOODLANDS ROADGLASGOWG3 6ED,FIRM OF AUJLA & MORTON,MOHAMMED AKMAL,"£11,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=55+WOODLANDS+ROAD&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=N339000055&PPRN=47049391&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=55+WOODLANDS+ROAD&searchtype=listing#results
The Drake,The Drake,Natural Gas,83.36,M238800001,PUBLIC HOUSE ETC,THE DRAKE1 LYNEDOCH STREETGLASGOWG3 6EF,MERCHANT PUBS AND BARS,,"£34,400",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=The+Drake&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=M238800001&PPRN=47045035&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=The+Drake&searchtype=listing#results
20 LYNEDOCH CRESCENT,20 LYNEDOCH CRESCENT,Natural Gas,24.93,M237000020,OFFICES,20 LYNEDOCH CRESCENTGLASGOWG3 6EQ,DR VERONICA MCBURNIE,,"£17,700",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=20+LYNEDOCH+CRESCENT&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=M237000020&PPRN=47054484&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=20+LYNEDOCH+CRESCENT&searchtype=listing#results
18 LYNEDOCH CRESCENT,18 LYNEDOCH CRESCENT,Natural Gas,35.96,M237000018,OFFICE,DOUGLAS HOUSE18 LYNEDOCH CRESCENTGLASGOWG3 6EQ,S F B F PENSION FUND,DOUGLAS LAING & CO LTD,"£35,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=18+LYNEDOCH+CRESCENT&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=M237000018&PPRN=47051809&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=18+LYNEDOCH+CRESCENT&searchtype=listing#results
